date,close,position,capital,total_value,open,high,low,volume,daily_return
2025-09-19,167.3826111415378,0,151013.30582081422,151013.30582081422,167.78240046757082,168.50955793898234,166.50025759520477,28072474,0.0
2025-09-22,168.07735628921682,0,151013.30582081422,151013.30582081422,169.2611611941175,171.68057665066078,166.03456766989032,42105440,0.0
2025-09-23,167.86069853389412,0,151013.30582081422,151013.30582081422,168.55980810359867,169.20410815678338,164.49469851327996,4647106,0.0
2025-09-24,166.5140842390815,0,151013.30582081422,151013.30582081422,168.64510827712232,173.65263771332397,161.52195332354546,44766308,0.0
2025-09-25,165.70537974650378,0,151013.30582081422,151013.30582081422,165.67255046634858,169.4833878212919,163.98617580521602,44502155,0.0
2025-09-26,165.05791334502328,0,151013.30582081422,151013.30582081422,167.1863060117695,171.2475193250001,164.80120334669317,40125534,0.0
2025-09-29,164.56878793800317,0,151013.30582081422,151013.30582081422,167.639626750122,169.84071333939778,161.2145157061049,39313704,0.0
2025-09-30,162.99373548909554,0,151013.30582081422,151013.30582081422,163.64407517885044,167.80663695071863,161.46463304559452,40939323,0.0
2025-10-01,161.90260039182576,0,151013.30582081422,151013.30582081422,163.8075885744236,164.83268770087898,160.78354536083762,26911940,0.0
2025-10-02,160.94893829853734,0,151013.30582081422,151013.30582081422,159.94958979116515,163.52055222828687,158.13592134734367,14088774,0.0
2025-10-03,160.47659514429557,0,151013.30582081422,151013.30582081422,161.0079255785394,161.80825964970273,158.76894582252402,27488185,0.0
2025-10-06,159.18123905780362,0,151013.30582081422,151013.30582081422,160.00942038888863,163.45731176725997,155.6173959721586,16269729,0.0
2025-10-07,158.28727151078755,0,151013.30582081422,151013.30582081422,157.5794083730384,162.76313470891134,156.42140790326695,2332747,0.0
2025-10-08,157.4786113820413,0,151013.30582081422,151013.30582081422,155.810303842666,158.7791979334548,155.34915899400968,32819451,0.0
2025-10-09,158.25899964872272,0,151013.30582081422,151013.30582081422,157.442968658156,160.34217142994822,153.18617897490327,30558078,0.0
2025-10-10,157.1264288906765,0,151013.30582081422,151013.30582081422,162.1615260705871,162.99065059889614,155.14851841657241,39287138,0.0
2025-10-13,157.63219353989192,0,151013.30582081422,151013.30582081422,157.65573827436253,160.56695549173034,153.95115286287123,25996540,0.0
2025-10-14,157.28284202509624,0,151013.30582081422,151013.30582081422,159.72283003010878,163.9590752790307,152.59271153502092,1034929,0.0
2025-10-15,157.24380227695272,0,151013.30582081422,151013.30582081422,159.12102885013113,159.70768715579663,156.81279753295777,4346848,0.0
2025-10-16,156.96128456206648,0,151013.30582081422,151013.30582081422,158.46895578262453,162.80373192778973,155.23216167974226,40082057,0.0
2025-10-17,157.60312396997327,0,151013.30582081422,151013.30582081422,157.6161316642137,161.23806243228847,156.36337441124593,9560995,0.0
2025-10-20,158.0464598144205,0,151013.30582081422,151013.30582081422,158.14089439880897,162.82129777164715,157.6562191738401,38894869,0.0
2025-10-21,157.6108272649938,0,151013.30582081422,151013.30582081422,157.65019925861452,157.90950796745216,155.70324911342783,11823615,0.0
2025-10-22,157.6516109405827,0,151013.30582081422,151013.30582081422,156.47145823417873,161.73301192687876,155.0085051365415,16629258,0.0
2025-10-23,157.11593696882744,0,151013.30582081422,151013.30582081422,158.9170992414808,161.2005036653917,154.82283921655318,20747275,0.0
2025-10-24,157.73287494450204,0,151013.30582081422,151013.30582081422,159.10363565448975,161.00198047682605,153.0727446172596,22763717,0.0
2025-10-27,158.82853180519768,0,151013.30582081422,151013.30582081422,154.11799534367682,159.9638777825023,150.86093195136132,40131502,0.0
2025-10-28,156.8268977612071,0,151013.30582081422,151013.30582081422,159.12910443324944,161.3947017639013,155.5094537340112,28662981,0.0
2025-10-29,157.41120477161226,0,151013.30582081422,151013.30582081422,157.3310327627628,161.0889314466102,156.15116321627957,19735201,0.0
2025-10-30,157.05438389034737,0,151013.30582081422,151013.30582081422,160.83676270546934,162.03485395051248,155.5242795218933,1786345,0.0
2025-10-31,157.4768874631278,0,151013.30582081422,151013.30582081422,153.3902140051067,161.40090473322215,150.88844564708705,35885554,0.0
2025-11-03,158.20735333960903,0,151013.30582081422,151013.30582081422,155.57960986091152,158.27419121462222,151.33821867041863,22338233,0.0
2025-11-04,157.87828432063975,0,151013.30582081422,151013.30582081422,159.58751217190172,161.11337996185753,156.70784720755125,11015739,0.0
2025-11-05,159.05946705369942,0,151013.30582081422,151013.30582081422,158.2394946979055,160.642744766645,154.99245361430857,40542514,0.0
2025-11-06,158.45410966778215,0,151013.30582081422,151013.30582081422,160.1296298792777,163.01622656976988,157.3892614315124,36423340,0.0
2025-11-07,159.02974932927836,0,151013.30582081422,151013.30582081422,159.27632726764227,161.05320242037124,155.40864276220256,44760631,0.0
2025-11-10,160.07012161099337,0,151013.30582081422,151013.30582081422,158.35944762256074,162.44045023980073,158.1732138999428,6760046,0.0
2025-11-11,162.05589704966707,0,151013.30582081422,151013.30582081422,156.53860482558468,163.4606940004685,154.34232760220615,38066323,0.0
2025-11-12,163.31639777877595,0,151013.30582081422,151013.30582081422,162.9085926189045,167.74037614586115,161.37282357986913,3393772,0.0
2025-11-13,164.0999028512827,0,151013.30582081422,151013.30582081422,165.1747149410631,168.3789480331704,163.29930984550856,43464012,0.0
2025-11-14,164.51359808799268,0,151013.30582081422,151013.30582081422,164.4443333508985,168.9031490469765,162.37862983845125,49175118,0.0
